"[[[65.0, 90.0, 2.2222222222222223], [77.0, 90.0, 1.6666666666666667], [77.0, 90.0, 0.5555555555555556], [76.0, 90.0, 1.1111111111111112], [74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112]]]",19,306,326
"[[[62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112]]]",170,"['195', 'T']"
"[[[64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223]]]",171,"['196', 'T']"
"[[[65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112]]]",172,"['197', 'T']"
"[[[60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112]]]",173,"['198', 'T']"
"[[[63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112]]]",174,"['199', 'T']"
"[[[63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223]]]",175,"['200', 'T']"
"[[[62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [62.0, 90.0, 0.5555555555555556]]]",176,"['201', 'T']"
"[[[67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [62.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556]]]",177,"['202', 'T']"
"[[[60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [62.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112]]]",178,"['203', 'T']"
"[[[62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [62.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112]]]",179,"['204', 'T']"
"[[[60.0, 90.0, 2.2222222222222223], [62.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223]]]",180,87,116,"['205', 'T']"
"[[[62.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [60.0, 90.0, 2.2222222222222223]]]",181,"['206', 'T']"
"[[[65.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [60.0, 90.0, 2.2222222222222223], [60.0, 90.0, 2.2222222222222223]]]",182,"['207', 'T']"
"[[[60.0, 90.0, 1.6666666666666667], [60.0, 90.0, 0.5555555555555556], [58.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.6666666666666667]]]",188,"['163', 'T']"
"[[[60.0, 90.0, 0.5555555555555556], [58.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.6666666666666667], [60.0, 90.0, 0.5555555555555556]]]",189,"['164', 'T']"
"[[[58.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.6666666666666667], [60.0, 90.0, 0.5555555555555556], [62.0, 90.0, 0.5555555555555556]]]",190,"['165', 'T']"
"[[[57.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.6666666666666667], [60.0, 90.0, 0.5555555555555556], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556]]]",191,"['166', 'T']",307,327
"[[[57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.6666666666666667], [60.0, 90.0, 0.5555555555555556], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556]]]",192,"['167', 'T']"
"[[[58.0, 90.0, 1.6666666666666667], [60.0, 90.0, 0.5555555555555556], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556]]]",193,"['168', 'T']"
"[[[60.0, 90.0, 0.5555555555555556], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112]]]",194,"['169', 'T']"
"[[[62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112]]]",195,"['170', 'T']"
"[[[64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223]]]",196,"['171', 'T']"
"[[[65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112]]]",197,"['172', 'T']"
"[[[60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112]]]",198,"['173', 'T']"
"[[[63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112]]]",199,"['174', 'T']"
"[[[63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223]]]",200,"['175', 'T']"
"[[[62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [62.0, 90.0, 0.5555555555555556]]]",201,"['176', 'T']"
"[[[67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [62.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556]]]",202,"['177', 'T']"
"[[[60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [62.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112]]]",203,"['178', 'T']"
"[[[62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [62.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112]]]",204,"['179', 'T']"
"[[[60.0, 90.0, 2.2222222222222223], [62.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223]]]",205,87,116,"['180', 'T']"
"[[[62.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [60.0, 90.0, 2.2222222222222223]]]",206,"['181', 'T']"
"[[[65.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [60.0, 90.0, 2.2222222222222223], [60.0, 90.0, 4.444444444444445]]]",207,"['182', 'T']"
"[[[48.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.6666666666666667], [52.0, 90.0, 0.5555555555555556], [53.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [57.0, 90.0, 0.5555555555555556]]]",220,241,263
"[[[53.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [57.0, 90.0, 0.5555555555555556], [58.0, 90.0, 0.5555555555555556], [60.0, 90.0, 1.1111111111111112], [48.0, 90.0, 1.6666666666666667]]]",223,72,293
"[[[48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.6666666666666667], [55.0, 90.0, 0.5555555555555556], [57.0, 90.0, 0.5555555555555556], [58.0, 90.0, 0.5555555555555556], [60.0, 90.0, 1.1111111111111112]]]",240,"['262', 'T']"
"[[[53.0, 90.0, 1.6666666666666667], [55.0, 90.0, 0.5555555555555556], [57.0, 90.0, 0.5555555555555556], [58.0, 90.0, 0.5555555555555556], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223]]]",241,220,"['263', 'T']"
"[[[55.0, 90.0, 0.5555555555555556], [57.0, 90.0, 0.5555555555555556], [58.0, 90.0, 0.5555555555555556], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112]]]",242,89,118,"['264', 'T']"
"[[[57.0, 90.0, 0.5555555555555556], [58.0, 90.0, 0.5555555555555556], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223]]]",243,"['265', 'T']"
"[[[58.0, 90.0, 0.5555555555555556], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112]]]",244,"['266', 'T']"
"[[[60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112]]]",245,"['267', 'T']"
"[[[62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112]]]",246,"['268', 'T']",316,336
"[[[55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112]]]",247,"['269', 'T']"
"[[[60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112]]]",248,"['270', 'T']"
"[[[59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112]]]",249,"['271', 'T']"
"[[[60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112]]]",250,"['272', 'T']"
"[[[57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556]]]",251,"['273', 'T']"
"[[[58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556]]]",252,"['274', 'T']"
"[[[60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223]]]",253,"['275', 'T']"
"[[[57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112]]]",254,"['276', 'T']"
"[[[62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 2.2222222222222223]]]",255,"['277', 'T']"
"[[[55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 2.2222222222222223], [53.0, 90.0, 2.2222222222222223]]]",256,"['278', 'T']"
"[[[48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.6666666666666667], [55.0, 90.0, 0.5555555555555556], [57.0, 90.0, 0.5555555555555556], [58.0, 90.0, 0.5555555555555556], [60.0, 90.0, 1.1111111111111112]]]",262,"['240', 'T']"
"[[[53.0, 90.0, 1.6666666666666667], [55.0, 90.0, 0.5555555555555556], [57.0, 90.0, 0.5555555555555556], [58.0, 90.0, 0.5555555555555556], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223]]]",263,220,"['241', 'T']"
"[[[55.0, 90.0, 0.5555555555555556], [57.0, 90.0, 0.5555555555555556], [58.0, 90.0, 0.5555555555555556], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112]]]",264,89,118,"['242', 'T']"
"[[[57.0, 90.0, 0.5555555555555556], [58.0, 90.0, 0.5555555555555556], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223]]]",265,"['243', 'T']"
"[[[58.0, 90.0, 0.5555555555555556], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112]]]",266,"['244', 'T']"
"[[[60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112]]]",267,"['245', 'T']"
"[[[62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112]]]",268,"['246', 'T']",316,336
"[[[55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112]]]",269,"['247', 'T']"
"[[[60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112]]]",270,"['248', 'T']"
"[[[59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112]]]",271,"['249', 'T']"
"[[[60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112]]]",272,"['250', 'T']"
"[[[57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556]]]",273,"['251', 'T']"
"[[[58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556]]]",274,"['252', 'T']"
"[[[60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223]]]",275,"['253', 'T']"
"[[[57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112]]]",276,"['254', 'T']"
"[[[62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 2.2222222222222223]]]",277,"['255', 'T']"
"[[[55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 2.2222222222222223], [53.0, 90.0, 4.444444444444445]]]",278,"['256', 'T']"
"[[[48.0, 90.0, 1.6666666666666667], [50.0, 90.0, 0.5555555555555556], [52.0, 90.0, 0.5555555555555556], [53.0, 90.0, 0.5555555555555556], [55.0, 90.0, 1.1111111111111112], [43.0, 90.0, 1.1111111111111112]]]",293,72,223
"[[[48.0, 90.0, 1.1111111111111112], [41.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.6666666666666667], [53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335]]]",305,"['325', 'T']"
"[[[41.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.6666666666666667], [53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112]]]",306,19,"['326', 'T']"
"[[[53.0, 90.0, 1.6666666666666667], [53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556]]]",307,166,191,"['327', 'T']"
"[[[53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556]]]",308,"['328', 'T']"
"[[[52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223]]]",309,"['329', 'T']"
"[[[50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112]]]",310,"['330', 'T']"
"[[[48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445]]]",311,"['331', 'T']"
"[[[46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112]]]",312,"['332', 'T']"
"[[[46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223]]]",313,"['333', 'T']"
"[[[58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112]]]",314,"['334', 'T']"
"[[[57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112]]]",315,"['335', 'T']"
"[[[55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112]]]",316,246,268,"['336', 'T']"
"[[[48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112]]]",317,"['337', 'T']"
"[[[53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112], [46.0, 90.0, 1.1111111111111112]]]",318,"['338', 'T']"
"[[[52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112], [46.0, 90.0, 1.1111111111111112], [48.0, 90.0, 3.3333333333333335]]]",319,"['339', 'T']"
"[[[53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112], [46.0, 90.0, 1.1111111111111112], [48.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112]]]",320,"['340', 'T']"
"[[[48.0, 90.0, 1.1111111111111112], [41.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.6666666666666667], [53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335]]]",325,"['305', 'T']"
"[[[41.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.6666666666666667], [53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112]]]",326,19,"['306', 'T']"
"[[[53.0, 90.0, 1.6666666666666667], [53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556]]]",327,166,191,"['307', 'T']"
"[[[53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556]]]",328,"['308', 'T']"
"[[[52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223]]]",329,"['309', 'T']"
"[[[50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112]]]",330,"['310', 'T']"
"[[[48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445]]]",331,"['311', 'T']"
"[[[46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112]]]",332,"['312', 'T']"
"[[[46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223]]]",333,"['313', 'T']"
"[[[58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112]]]",334,"['314', 'T']"
"[[[57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112]]]",335,"['315', 'T']"
